time,true_h,true_v,acc_cmd,acc_meas,baro_meas,ekf_h,ekf_v
22.820,223.2035,0.5126,-0.7323,-1.0278,223.6439,223.1697,0.3865
22.830,223.2086,0.5053,-0.7307,-0.5636,223.8057,223.2290,0.6344
22.840,223.2136,0.4980,-0.7290,-0.6503,224.0134,223.3036,0.9399
22.850,223.2185,0.4907,-0.7274,-0.9340,222.2559,223.2202,0.5068
22.860,223.2234,0.4835,-0.7257,-0.8086,221.5271,223.0762,-0.1846
22.870,223.2282,0.4762,-0.7240,-0.4362,222.6137,223.0340,-0.3774
22.880,223.2329,0.4690,-0.7223,-0.9361,224.6329,223.1708,0.2610
22.890,223.2376,0.4618,-0.7206,-0.4603,224.0464,223.2500,0.6058
22.900,223.2422,0.4546,-0.7188,-0.8631,224.5127,223.3662,1.1053
22.910,223.2467,0.4474,-0.7170,-1.0414,225.3869,223.5536,1.9065
22.920,223.2511,0.4403,-0.7153,-0.5203,221.3651,223.3789,1.0099
22.930,223.2555,0.4331,-0.7135,-0.8030,224.6126,223.4963,1.4959
22.940,223.2598,0.4260,-0.7116,-1.0789,223.8893,223.5444,1.6410
22.950,223.2640,0.4189,-0.7098,-0.8740,223.1654,223.5261,1.4743
22.960,223.2681,0.4118,-0.7080,-0.6121,224.0780,223.5880,1.6844
22.970,223.2722,0.4047,-0.7061,-0.5343,225.0535,223.7319,2.2593
22.980,223.2762,0.3977,-0.7042,-0.5883,226.1286,223.9627,3.2092
22.990,223.2801,0.3906,-0.7023,-0.7946,222.3700,223.8522,2.5466
23.000,223.2840,0.3836,-0.7004,-0.5333,225.7758,224.0442,3.3034
23.010,223.2878,0.3766,-0.6984,-0.4956,221.2292,223.8273,2.1505
23.020,223.2915,0.3697,-0.6965,-0.6318,221.8816,223.6762,1.3517
23.030,223.2952,0.3627,-0.6945,-0.3850,224.0444,223.7208,1.4870
23.040,223.2988,0.3558,-0.6925,-1.0865,222.8065,223.6541,1.1058
23.050,223.3023,0.3489,-0.6905,-0.5595,225.1141,223.7923,1.6821
23.060,223.3058,0.3420,-0.6884,-0.8021,223.6363,223.7939,1.6048
23.070,223.3091,0.3351,-0.6864,-0.9022,224.2376,223.8474,1.7703
23.080,223.3125,0.3282,-0.6843,-0.6886,220.9694,223.6110,0.5962
23.090,223.3157,0.3214,-0.6823,-0.9220,224.1596,223.6646,0.8066
23.100,223.3189,0.3146,-0.6802,-0.9372,222.3511,223.5566,0.2682
23.110,223.3220,0.3078,-0.6780,-0.5058,225.4536,223.7255,1.0241
23.120,223.3250,0.3010,-0.6759,-0.6978,221.8387,223.5693,0.2533
23.130,223.3280,0.2943,-0.6738,-0.7438,222.8064,223.5046,-0.0614
23.140,223.3309,0.2876,-0.6716,-0.6721,226.3365,223.7525,1.0734
23.150,223.3337,0.2809,-0.6694,-0.5139,222.7190,223.6716,0.6463
23.160,223.3365,0.2742,-0.6672,-0.5209,220.9606,223.4396,-0.4551
23.170,223.3392,0.2675,-0.6650,-0.6703,221.8928,223.2997,-1.0831
23.180,223.3419,0.2609,-0.6628,-0.2162,223.7889,223.3327,-0.8878
23.190,223.3444,0.2543,-0.6605,-0.7115,223.6038,223.3483,-0.7807
23.200,223.3469,0.2477,-0.6583,-0.2738,222.4906,223.2659,-1.1302
23.210,223.3494,0.2411,-0.6560,-0.7163,222.9052,223.2239,-1.2781
23.220,223.3518,0.2346,-0.6537,-0.6652,222.5416,223.1524,-1.5533
23.230,223.3541,0.2280,-0.6514,-0.8340,223.3378,223.1544,-1.4796
23.240,223.3563,0.2215,-0.6490,-0.4220,222.9502,223.1230,-1.5624
23.250,223.3585,0.2151,-0.6467,-0.6446,224.3652,223.2177,-1.0636
23.260,223.3606,0.2086,-0.6443,-0.4229,223.5816,223.2399,-0.9191
23.270,223.3627,0.2022,-0.6420,-0.6128,223.4779,223.2524,-0.8259
23.280,223.3646,0.1958,-0.6396,-0.6802,222.6854,223.1951,-1.0573
23.290,223.3666,0.1894,-0.6371,-0.4355,222.6244,223.1353,-1.2900
23.300,223.3684,0.1830,-0.6347,-0.6891,223.2534,223.1339,-1.2432
23.310,223.3702,0.1767,-0.6323,-0.2426,223.6296,223.1660,-1.0439
23.320,223.3719,0.1704,-0.6298,-0.6180,222.6452,223.1108,-1.2552
23.330,223.3736,0.1641,-0.6273,-0.4986,223.7989,223.1596,-0.9795
23.340,223.3752,0.1578,-0.6249,-0.5651,222.9840,223.1353,-1.0526
23.350,223.3768,0.1516,-0.6223,-0.1296,221.7217,223.0016,-1.6229
23.360,223.3783,0.1454,-0.6198,-0.6923,223.9611,223.0710,-1.2355
23.370,223.3797,0.1392,-0.6173,-0.8566,222.3376,222.9953,-1.5319
23.380,223.3810,0.1330,-0.6147,-0.5657,222.8302,222.9668,-1.5990
23.390,223.3823,0.1269,-0.6122,-0.5531,225.1716,223.1457,-0.7102
23.400,223.3836,0.1208,-0.6096,-0.7334,224.3837,223.2478,-0.2145
23.410,223.3847,0.1147,-0.6070,-0.5124,222.3213,223.1645,-0.5938
23.420,223.3859,0.1087,-0.6044,-0.7230,224.7212,223.2957,0.0295
23.430,223.3869,0.1026,-0.6017,-0.7289,221.9565,223.1784,-0.5156
23.440,223.3879,0.0966,-0.5991,-0.6222,222.3352,223.0997,-0.8595
23.450,223.3888,0.0907,-0.5964,-0.6109,221.4066,222.9433,-1.5437
23.460,223.3897,0.0847,-0.5938,-0.5716,226.0547,223.2022,-0.2899
23.470,223.3905,0.0788,-0.5911,-0.4266,222.3141,223.1216,-0.6511
23.480,223.3913,0.0729,-0.5884,-0.6683,226.1125,223.3780,0.5503
23.490,223.3920,0.0670,-0.5857,-0.6681,218.6195,222.9655,-1.3743
23.500,223.3926,0.0612,-0.5829,-0.6639,223.3197,222.9840,-1.2315
23.510,223.3932,0.0554,-0.5802,-0.3183,224.9144,223.1421,-0.4550
23.520,223.3937,0.0496,-0.5774,-0.4841,222.6283,223.0929,-0.6666
23.530,223.3942,0.0438,-0.5746,-0.8625,223.3121,223.1060,-0.5819
23.540,223.3946,0.0381,-0.5719,-0.4300,222.1226,223.0144,-0.9822
23.550,223.3949,0.0324,-0.5691,-0.8945,223.4201,223.0410,-0.8206
23.560,223.3952,0.0267,-0.5662,-0.6691,222.1431,222.9547,-1.1845
23.570,223.3955,0.0211,-0.5634,-0.5379,223.5000,222.9917,-0.9656
23.580,223.3956,0.0154,-0.5606,-0.3659,222.6479,222.9527,-1.1047
23.590,223.3958,0.0099,-0.5577,-0.5873,223.5423,222.9943,-0.8686
23.600,223.3958,0.0043,-0.5548,-0.5824,223.2738,223.0109,-0.7582
23.610,223.3958,-0.0012,-0.5519,-0.5314,223.4506,223.0425,-0.5831
23.620,223.3958,-0.0067,-0.5490,-0.7786,220.6706,222.8291,-1.5407
23.630,223.3957,-0.0122,-0.5461,-0.5605,224.2775,222.9421,-0.9557
23.640,223.3956,-0.0177,-0.5432,-0.2849,224.6566,223.0838,-0.2653
23.650,223.3953,-0.0231,-0.5402,-0.5299,225.5701,223.2995,0.7318
23.660,223.3951,-0.0285,-0.5373,-0.4478,225.1732,223.4706,1.4783
23.670,223.3948,-0.0338,-0.5343,-0.4162,221.6408,223.3235,0.7300
23.680,223.3944,-0.0391,-0.5313,-0.1340,223.5341,223.3486,0.8084
23.690,223.3940,-0.0444,-0.5283,-0.2129,222.9926,223.3247,0.6575
23.700,223.3935,-0.0497,-0.5253,-0.4952,223.9039,223.3815,0.8822
23.710,223.3930,-0.0549,-0.5223,-0.2260,221.9209,223.2614,0.2855
23.720,223.3924,-0.0601,-0.5193,-0.3928,224.2932,223.3545,0.6946
23.730,223.3918,-0.0653,-0.5162,-0.6388,222.0811,223.2491,0.1735
23.740,223.3911,-0.0705,-0.5132,-0.6110,224.0108,223.3175,0.4746
23.750,223.3904,-0.0756,-0.5101,-0.1277,222.5346,223.2531,0.1522
23.760,223.3896,-0.0807,-0.5070,-0.4756,223.5087,223.2769,0.2496
23.770,223.3887,-0.0857,-0.5039,-0.5984,225.0004,223.4304,0.9373
23.780,223.3879,-0.0907,-0.5008,-0.3641,223.4917,223.4443,0.9524
23.790,223.3869,-0.0957,-0.4976,-0.4030,224.8919,223.5799,1.5266
23.800,223.3859,-0.1007,-0.4945,-0.5495,221.5218,223.4133,0.6869
23.810,223.3849,-0.1056,-0.4914,-0.7528,222.5600,223.3446,0.3349
23.820,223.3838,-0.1105,-0.4882,-0.6621,223.4686,223.3585,0.3780
23.830,223.3827,-0.1154,-0.4850,-0.9447,223.8865,223.4083,0.5822
23.840,223.3815,-0.1202,-0.4818,-0.4114,218.8461,223.0133,-1.2628
23.850,223.3803,-0.1250,-0.4786,-0.0771,223.6916,223.0613,-0.9885
23.860,223.3790,-0.1298,-0.4754,-0.4061,222.9490,223.0424,-1.0337
23.870,223.3777,-0.1345,-0.4722,-0.4158,221.9772,222.9395,-1.4627
23.880,223.3763,-0.1392,-0.4690,-0.3511,222.7098,222.9059,-1.5550
23.890,223.3749,-0.1439,-0.4657,-0.2937,220.6834,222.6967,-2.4479
23.900,223.3734,-0.1485,-0.4625,-0.3403,225.4529,222.9162,-1.3324
23.910,223.3719,-0.1531,-0.4592,-0.4045,223.2396,222.9324,-1.2009
23.920,223.3704,-0.1577,-0.4559,-0.6723,219.3093,222.6035,-2.6604
23.930,223.3688,-0.1623,-0.4526,-0.4394,223.2116,222.6326,-2.4091
23.940,223.3671,-0.1668,-0.4493,-0.5836,223.9799,222.7288,-1.8615
23.950,223.3654,-0.1712,-0.4460,-0.3964,221.3587,222.5916,-2.4100
23.960,223.3637,-0.1757,-0.4427,-0.3078,223.7825,222.6741,-1.9242
23.970,223.3619,-0.1801,-0.4393,-0.1710,223.6197,222.7395,-1.5392
23.980,223.3601,-0.1845,-0.4360,-0.6268,224.8655,222.9120,-0.6811
23.990,223.3582,-0.1888,-0.4326,-0.2981,223.3756,222.9464,-0.4956
24.000,223.3563,-0.1931,-0.4293,-0.6670,224.9294,223.1159,0.2999
24.010,223.3543,-0.1974,-0.4259,-0.2771,223.9303,223.1900,0.6232
24.020,223.3523,-0.2016,-0.4225,-0.3291,222.2178,223.1104,0.2243
24.030,223.3503,-0.2058,-0.4191,-0.3585,222.3334,223.0442,-0.0928
24.040,223.3482,-0.2100,-0.4157,-0.3489,224.0125,223.1283,0.2943
24.050,223.3461,-0.2141,-0.4122,-0.4655,226.1012,223.3918,1.4870
24.060,223.3439,-0.2182,-0.4088,-0.3863,224.0926,223.4669,1.7599
24.070,223.3417,-0.2223,-0.4054,-0.3644,225.2523,223.6396,2.4689
24.080,223.3395,-0.2264,-0.4019,-0.3793,222.5421,223.5658,2.0131
24.090,223.3372,-0.2304,-0.3985,-0.5753,225.6637,223.7682,2.8462
24.100,223.3349,-0.2343,-0.3950,-0.1689,224.4962,223.8580,3.1248
24.110,223.3325,-0.2382,-0.3915,-0.8636,223.2805,223.8358,2.8754
24.120,223.3301,-0.2421,-0.3880,-0.0204,222.9008,223.7800,2.4834
24.130,223.3277,-0.2460,-0.3845,-0.2757,222.5406,223.6939,1.9708
24.140,223.3252,-0.2498,-0.3810,-0.2979,223.7815,223.7196,1.9948
24.150,223.3227,-0.2536,-0.3775,-0.4908,221.3186,223.5271,1.0160
24.160,223.3201,-0.2574,-0.3739,-0.1787,223.8119,223.5613,1.1227
24.170,223.3175,-0.2611,-0.3704,-0.4676,221.2280,223.3668,0.1748
24.180,223.3149,-0.2648,-0.3668,-0.4358,222.2534,223.2707,-0.2782
24.190,223.3122,-0.2684,-0.3633,-0.3623,227.9763,223.6810,1.6135
24.200,223.3095,-0.2720,-0.3597,-0.2795,222.8120,223.6195,1.2545
24.210,223.3068,-0.2756,-0.3561,-0.1019,222.2084,223.5071,0.6790
24.220,223.3040,-0.2792,-0.3526,-0.3499,221.9098,223.3731,0.0298
24.230,223.3012,-0.2827,-0.3490,-0.3877,223.3843,223.3744,0.0295
24.240,223.2983,-0.2861,-0.3454,-0.6194,222.6900,223.3146,-0.2492
24.250,223.2955,-0.2896,-0.3417,-0.3693,222.2736,223.2209,-0.6710
24.260,223.2925,-0.2930,-0.3381,0.0456,226.0888,223.4664,0.4833
24.270,223.2896,-0.2963,-0.3345,-0.2377,224.9609,223.6020,1.0797
24.280,223.2866,-0.2997,-0.3309,-0.7600,221.7954,223.4533,0.3455
24.290,223.2836,-0.3029,-0.3272,-0.4882,224.9231,223.5854,0.9338
24.300,223.2805,-0.3062,-0.3236,-0.3483,223.6310,223.5979,0.9447
24.310,223.2775,-0.3094,-0.3199,-0.6044,225.8489,223.8040,1.8438
24.320,223.2744,-0.3126,-0.3162,-0.5462,220.9629,223.5715,0.6887
24.330,223.2712,-0.3157,-0.3125,-0.4332,222.0744,223.4465,0.0799
24.340,223.2680,-0.3188,-0.3089,-0.3848,223.8340,223.4812,0.2325
24.350,223.2648,-0.3219,-0.3052,-0.2758,223.0291,223.4436,0.0470
24.360,223.2616,-0.3249,-0.3015,0.2192,225.2799,223.6052,0.7836
24.370,223.2583,-0.3279,-0.2978,-0.3572,222.2394,223.4925,0.2274
24.380,223.2550,-0.3309,-0.2940,-0.5917,224.8429,223.6130,0.7664
24.390,223.2517,-0.3338,-0.2903,-0.0623,223.7559,223.6325,0.8175
24.400,223.2484,-0.3367,-0.2866,-0.3028,224.1521,223.6855,1.0191
24.410,223.2450,-0.3395,-0.2828,-0.3031,223.5427,223.6823,0.9545
24.420,223.2416,-0.3423,-0.2791,-0.2646,223.9086,223.7108,1.0391
24.430,223.2381,-0.3451,-0.2753,0.0381,221.5395,223.5298,0.1577
24.440,223.2347,-0.3478,-0.2716,-0.0556,225.0189,223.6619,0.7557
24.450,223.2312,-0.3505,-0.2678,-0.1062,225.3051,223.8129,1.4118
24.460,223.2276,-0.3532,-0.2641,-0.1309,226.3904,224.0520,2.4413
24.470,223.2241,-0.3558,-0.2603,-0.3885,221.6768,223.8658,1.4723
24.480,223.2205,-0.3584,-0.2565,-0.1114,222.8755,223.7923,1.0657
24.490,223.2169,-0.3609,-0.2527,-0.3378,224.1544,223.8338,1.2047
24.500,223.2133,-0.3634,-0.2489,-0.1431,224.6647,223.9177,1.5312
24.510,223.2097,-0.3659,-0.2451,-0.4144,222.8431,223.8374,1.0899
24.520,223.2060,-0.3683,-0.2413,-0.3455,223.7254,223.8375,1.0379
24.530,223.2023,-0.3707,-0.2375,0.2149,223.8753,223.8502,1.0470
24.540,223.1986,-0.3731,-0.2336,-0.5931,224.5672,223.9227,1.3275
24.550,223.1948,-0.3754,-0.2298,-0.2975,223.0615,223.8592,0.9731
24.560,223.1911,-0.3777,-0.2260,0.1093,222.0185,223.7066,0.2264
24.570,223.1873,-0.3799,-0.2221,-0.3067,221.3053,223.4980,-0.7442
24.580,223.1835,-0.3821,-0.2183,-0.1005,222.3839,223.3934,-1.1934
24.590,223.1796,-0.3843,-0.2144,-0.1691,223.4542,223.3878,-1.1658
24.600,223.1758,-0.3864,-0.2106,-0.1472,222.4109,223.2915,-1.5566
24.610,223.1719,-0.3885,-0.2067,0.0506,223.8210,223.3237,-1.3375
24.620,223.1680,-0.3905,-0.2029,-0.2587,224.2349,223.3915,-0.9682
24.630,223.1641,-0.3925,-0.1990,-0.1878,222.8578,223.3358,-1.1801
24.640,223.1601,-0.3945,-0.1951,-0.0540,223.0190,223.2972,-1.3045
24.650,223.1562,-0.3964,-0.1912,-0.3186,222.3825,223.2051,-1.6694
24.660,223.1522,-0.3983,-0.1873,0.0169,224.3506,223.2903,-1.2028
24.670,223.1482,-0.4002,-0.1834,-0.8185,225.8459,223.5036,-0.1707
24.680,223.1442,-0.4020,-0.1796,-0.1705,225.4634,223.6740,0.6181
24.690,223.1402,-0.4038,-0.1757,-0.0156,224.6579,223.7659,1.0103
24.700,223.1361,-0.4055,-0.1717,-0.3819,222.0106,223.6211,0.2975
24.710,223.1321,-0.4072,-0.1678,-0.2250,223.7921,223.6389,0.3633
24.720,223.1280,-0.4089,-0.1639,-0.2211,223.5287,223.6325,0.3157
24.730,223.1239,-0.4105,-0.1600,-0.4682,224.4137,223.7039,0.6278
24.740,223.1198,-0.4121,-0.1561,-0.1022,222.8492,223.6346,0.2788
24.750,223.1156,-0.4136,-0.1522,-0.1874,222.0551,223.4986,-0.3592
24.760,223.1115,-0.4151,-0.1482,-0.2261,224.4776,223.5812,0.0352
24.770,223.1073,-0.4166,-0.1443,-0.4702,222.4164,223.4793,-0.4345
24.780,223.1032,-0.4180,-0.1404,0.0123,223.7046,223.4951,-0.3423
24.790,223.0990,-0.4194,-0.1364,-0.0867,223.1545,223.4621,-0.4785
24.800,223.0948,-0.4207,-0.1325,-0.1300,222.5410,223.3769,-0.8499
24.810,223.0906,-0.4220,-0.1285,-0.3979,220.5775,223.1235,-1.9756
24.820,223.0863,-0.4233,-0.1246,-0.1995,221.3944,222.9538,-2.6652
24.830,223.0821,-0.4245,-0.1206,-0.1278,223.2208,222.9529,-2.5486
24.840,223.0778,-0.4257,-0.1167,0.2832,223.7778,223.0020,-2.2080
24.850,223.0736,-0.4268,-0.1127,-0.3722,219.5348,222.6776,-3.5972
24.860,223.0693,-0.4279,-0.1088,-0.2092,223.1942,222.6901,-3.3758
24.870,223.0650,-0.4290,-0.1048,-0.6475,220.6148,222.4773,-4.1998
24.880,223.0607,-0.4300,-0.1008,-0.0508,223.0518,222.4893,-3.9537
24.890,223.0564,-0.4310,-0.0969,-0.2104,221.7111,222.3850,-4.2527
24.900,223.0521,-0.4320,-0.0929,-0.3786,222.4376,222.3508,-4.2148
24.910,223.0478,-0.4329,-0.0889,-0.3879,225.3175,222.5727,-3.0043
24.920,223.0435,-0.4337,-0.0849,-0.0393,222.8842,222.5726,-2.8670
24.930,223.0391,-0.4346,-0.0810,-0.0432,222.7630,222.5631,-2.7801
24.940,223.0348,-0.4353,-0.0770,0.1198,224.4064,222.6995,-2.0266
24.950,223.0304,-0.4361,-0.0730,-0.3304,221.5395,222.5792,-2.4872
24.960,223.0260,-0.4368,-0.0690,0.2335,222.1261,222.5168,-2.6601
24.970,223.0217,-0.4375,-0.0650,0.1043,224.3195,222.6507,-1.9238
24.980,223.0173,-0.4381,-0.0610,0.2279,222.9173,222.6565,-1.8089
24.990,223.0129,-0.4387,-0.0570,0.2000,223.9129,222.7503,-1.2960
25.000,223.0085,-0.4392,-0.0531,0.1779,224.3961,222.8828,-0.6278
25.010,223.0041,-0.4397,-0.0491,0.1203,224.0703,222.9813,-0.1464
25.020,222.9997,-0.4402,-0.0451,-0.3616,222.0997,222.9026,-0.5021
25.030,222.9953,-0.4406,-0.0411,-0.3716,223.2868,222.9317,-0.3475
25.040,222.9909,-0.4410,-0.0371,-0.2740,222.9050,222.9262,-0.3572
25.050,222.9865,-0.4414,-0.0331,0.0368,222.1299,222.8531,-0.6758
25.060,222.9821,-0.4417,-0.0291,-0.0695,222.8536,222.8470,-0.6733
25.070,222.9777,-0.4420,-0.0251,0.0123,223.5240,222.9002,-0.3978
25.080,222.9732,-0.4422,-0.0211,-0.0309,222.6829,222.8775,-0.4843
25.090,222.9688,-0.4424,-0.0171,-0.3302,222.5457,222.8440,-0.6162
25.100,222.9644,-0.4425,-0.0131,0.1303,224.5852,222.9911,0.0873
25.110,222.9600,-0.4426,-0.0091,0.0142,222.6322,222.9604,-0.0578
25.120,222.9555,-0.4427,-0.0051,0.0390,221.4424,222.8267,-0.6694
25.130,222.9511,-0.4427,-0.0011,0.6274,223.0025,222.8360,-0.5955
25.140,222.9467,-0.4427,0.0029,0.1846,223.1354,222.8569,-0.4720
25.150,222.9423,-0.4427,0.0069,0.0846,224.5859,223.0043,0.2266
25.160,222.9378,-0.4426,0.0109,0.1623,223.6335,223.0615,0.4789
25.170,222.9334,-0.4424,0.0149,-0.0939,223.8451,223.1347,0.7928
25.180,222.9290,-0.4423,0.0189,0.0640,225.2648,223.3288,1.6470
25.190,222.9246,-0.4421,0.0229,-0.1383,220.2870,223.0769,0.4155
25.200,222.9201,-0.4418,0.0269,0.0994,222.2804,223.0108,0.0922
25.210,222.9157,-0.4415,0.0309,-0.0079,223.9014,223.0898,0.4514
25.220,222.9113,-0.4412,0.0349,-0.0562,223.3700,223.1185,0.5628
25.230,222.9069,-0.4408,0.0389,-0.0170,223.9431,223.1960,0.8937
25.240,222.9025,-0.4404,0.0429,0.2415,223.1437,223.1996,0.8700
25.250,222.8981,-0.4400,0.0469,-0.0133,226.1162,223.4634,2.0416
25.260,222.8937,-0.4395,0.0509,0.0063,220.5250,223.2242,0.8508
25.270,222.8893,-0.4389,0.0549,0.1334,221.9339,223.1188,0.3283
25.280,222.8849,-0.4384,0.0589,0.2847,222.2327,223.0440,-0.0286
25.290,222.8805,-0.4378,0.0628,-0.1389,224.1093,223.1372,0.4002
25.300,222.8762,-0.4371,0.0668,-0.1174,224.5487,223.2647,0.9671
25.310,222.8718,-0.4364,0.0708,0.3582,221.8964,223.1535,0.4140
25.320,222.8674,-0.4357,0.0748,-0.0394,223.9195,223.2245,0.7215
25.330,222.8631,-0.4349,0.0788,0.0606,224.3851,223.3329,1.1861
25.340,222.8587,-0.4341,0.0828,0.0708,224.1356,223.4141,1.5051
25.350,222.8544,-0.4333,0.0867,-0.0983,222.5334,223.3506,1.1453
25.360,222.8501,-0.4324,0.0907,0.1095,222.0171,223.2441,0.6044
25.370,222.8458,-0.4314,0.0947,-0.0213,224.1587,223.3298,0.9721
25.380,222.8414,-0.4305,0.0987,0.0649,226.0860,223.5805,2.0787
25.390,222.8371,-0.4295,0.1026,0.3629,224.4304,223.6741,2.4147
25.400,222.8329,-0.4284,0.1066,0.0213,224.1997,223.7422,2.6174
25.410,222.8286,-0.4273,0.1105,0.1956,219.0730,223.3564,0.7277
25.420,222.8243,-0.4262,0.1145,-0.1139,223.7035,223.3935,0.8649
25.430,222.8201,-0.4250,0.1185,0.3252,222.4323,223.3171,0.4769
25.440,222.8158,-0.4238,0.1224,0.3529,223.2399,223.3147,0.4453
25.450,222.8116,-0.4226,0.1264,0.2591,223.6691,223.3498,0.5875
25.460,222.8074,-0.4213,0.1303,-0.0107,222.9301,223.3184,0.4172
25.470,222.8032,-0.4200,0.1343,0.1406,224.1977,223.3993,0.7709
25.480,222.7990,-0.4186,0.1382,0.5101,221.2426,223.2171,-0.0991
25.490,222.7948,-0.4172,0.1421,0.1043,225.5625,223.4220,0.8470
25.500,222.7906,-0.4158,0.1461,0.0174,222.1675,223.3197,0.3392
25.510,222.7865,-0.4143,0.1500,0.4144,224.2145,223.4013,0.7006
25.520,222.7823,-0.4128,0.1539,-0.1972,219.6758,223.0808,-0.8011
25.530,222.7782,-0.4112,0.1579,0.0133,223.5215,223.1122,-0.6189
25.540,222.7741,-0.4096,0.1618,0.2218,223.4862,223.1394,-0.4647
25.550,222.7700,-0.4080,0.1657,0.0898,223.3009,223.1493,-0.3971
25.560,222.7660,-0.4063,0.1696,-0.0851,222.6648,223.1032,-0.5898
25.570,222.7619,-0.4046,0.1735,0.4985,221.3682,222.9456,-1.2846
25.580,222.7579,-0.4028,0.1774,0.3706,219.9860,222.6742,-2.4697
25.590,222.7539,-0.4010,0.1813,0.2429,221.2331,222.5252,-3.0378
25.600,222.7499,-0.3992,0.1852,0.3013,220.4699,222.3172,-3.8516
25.610,222.7459,-0.3973,0.1891,0.2201,223.8732,222.4186,-3.2079
25.620,222.7419,-0.3954,0.1930,0.3885,223.7263,222.5041,-2.6678
25.630,222.7380,-0.3934,0.1969,0.5529,224.1931,222.6279,-1.9753
25.640,222.7340,-0.3914,0.2007,0.2706,223.4226,222.6796,-1.6454
25.650,222.7301,-0.3894,0.2046,0.3123,222.6658,222.6634,-1.6422
25.660,222.7263,-0.3873,0.2085,0.1018,222.6469,222.6470,-1.6408
25.670,222.7224,-0.3852,0.2123,0.3454,224.4849,222.7933,-0.8914
25.680,222.7186,-0.3831,0.2162,0.4870,224.8304,222.9639,-0.0648
25.690,222.7147,-0.3809,0.2200,0.1586,223.4196,223.0033,0.1214
25.700,222.7109,-0.3787,0.2239,-0.0238,225.5508,223.2280,1.1496
25.710,222.7072,-0.3764,0.2277,0.2486,220.3233,222.9836,-0.0222
25.720,222.7034,-0.3741,0.2315,0.1699,219.7879,222.7030,-1.3079
25.730,222.6997,-0.3718,0.2354,0.2814,222.0947,222.6377,-1.5461
25.740,222.6960,-0.3694,0.2392,0.0987,223.4630,222.6960,-1.2059
25.750,222.6923,-0.3670,0.2430,0.2014,223.4194,222.7485,-0.9070
25.760,222.6886,-0.3646,0.2468,-0.0472,224.2394,222.8710,-0.3032
25.770,222.6850,-0.3621,0.2506,0.2930,223.4194,222.9164,-0.0790
25.780,222.6814,-0.3595,0.2544,0.2239,222.1421,222.8478,-0.3878
25.790,222.6778,-0.3570,0.2582,0.4237,222.8334,222.8430,-0.3898
25.800,222.6743,-0.3544,0.2620,0.2498,224.0612,222.9463,0.1053
25.810,222.6707,-0.3517,0.2658,0.4035,225.3156,223.1552,1.0622
25.820,222.6672,-0.3491,0.2695,0.1102,222.1661,223.0781,0.6620
25.830,222.6638,-0.3463,0.2733,0.3426,222.9307,223.0712,0.6034
25.840,222.6603,-0.3436,0.2770,0.1668,224.1994,223.1757,1.0580
25.850,222.6569,-0.3408,0.2808,0.3282,223.3527,223.2009,1.1272
25.860,222.6535,-0.3380,0.2845,0.2031,223.6735,223.2527,1.3154
25.870,222.6501,-0.3351,0.2883,0.4265,222.1532,223.1682,0.8705
25.880,222.6468,-0.3322,0.2920,0.4518,222.3451,223.1039,0.5381
25.890,222.6435,-0.3293,0.2957,0.4579,218.3950,222.6957,-1.3581
25.900,222.6402,-0.3263,0.2994,0.3362,220.8350,222.5201,-2.0988
25.910,222.6370,-0.3233,0.3031,0.5036,222.1889,222.4719,-2.2202
25.920,222.6338,-0.3202,0.3068,0.2599,219.2196,222.1663,-3.5184
25.930,222.6306,-0.3171,0.3105,0.3023,224.8182,222.3669,-2.4338
25.940,222.6274,-0.3140,0.3142,0.1399,222.3698,222.3449,-2.4191
25.950,222.6243,-0.3108,0.3179,0.0931,221.5410,222.2523,-2.7296
25.960,222.6212,-0.3076,0.3215,0.1727,224.2309,222.4011,-1.9194
25.970,222.6181,-0.3044,0.3252,0.5765,221.5082,222.3052,-2.2680
25.980,222.6151,-0.3011,0.3289,0.4561,220.9683,222.1672,-2.7939
25.990,222.6121,-0.2978,0.3325,0.2381,219.8816,221.9412,-3.7003
26.000,222.6092,-0.2945,0.3361,0.1405,223.5021,222.0444,-3.0532
26.010,222.6062,-0.2911,0.3398,0.1383,221.2480,221.9467,-3.3587
26.020,222.6033,-0.2877,0.3434,0.4509,221.0780,221.8399,-3.6919
26.030,222.6005,-0.2842,0.3470,0.4503,224.7765,222.0639,-2.4915
26.040,222.5977,-0.2807,0.3506,0.3460,220.9237,221.9411,-2.9374
26.050,222.5949,-0.2772,0.3542,0.1838,224.3162,222.1227,-1.9650
26.060,222.5921,-0.2736,0.3578,0.4815,221.7841,222.0751,-2.0887
26.070,222.5894,-0.2701,0.3613,0.3478,225.2348,222.3333,-0.8043
26.080,222.5867,-0.2664,0.3649,0.3523,222.8972,222.3754,-0.5713
26.090,222.5841,-0.2628,0.3685,0.1740,224.3205,222.5409,0.2183
26.100,222.5815,-0.2590,0.3720,0.4027,221.5294,222.4542,-0.1864
26.110,222.5789,-0.2553,0.3755,0.1385,221.7261,222.3886,-0.4750
26.120,222.5764,-0.2515,0.3791,0.6811,221.3254,222.2910,-0.8968
26.130,222.5739,-0.2477,0.3826,0.4587,221.5750,222.2200,-1.1776
26.140,222.5714,-0.2439,0.3861,0.5265,221.4148,222.1386,-1.4933
26.150,222.5690,-0.2400,0.3896,0.3063,225.7167,222.4390,-0.0426
26.160,222.5666,-0.2361,0.3931,0.0535,223.7092,222.5501,0.4723
