time,true_h,true_v,acc_cmd,acc_meas,baro_meas,ekf_h,ekf_v
7.420,149.2150,10.0000,0.0000,-0.2768,151.7795,149.4731,9.5178
7.430,149.3150,10.0000,0.0000,0.2444,150.8210,149.6782,10.0217
7.440,149.4150,10.0000,0.0000,-0.0547,151.0066,149.8862,10.5167
7.450,149.5150,10.0000,0.0000,0.2616,150.8021,150.0625,10.8433
7.460,149.6150,10.0000,0.0000,0.0952,147.2893,149.9181,9.6823
7.470,149.7150,10.0000,0.0000,-0.0220,149.6898,149.9864,9.5512
7.480,149.8150,10.0000,0.0000,-0.1811,149.2589,150.0097,9.2205
7.490,149.9150,10.0000,0.0000,-0.2388,150.2711,150.1167,9.2878
7.500,150.0150,10.0000,0.0000,0.2045,149.4089,150.1394,8.9653
7.510,150.1150,10.0000,0.0000,-0.0011,151.8494,150.3712,9.6174
7.520,150.2150,10.0000,0.0000,0.0130,149.3547,150.3697,9.1693
7.530,150.3150,10.0000,0.0000,0.1472,152.4248,150.6337,9.9618
7.540,150.4150,10.0000,0.0000,-0.1155,149.6042,150.6342,9.5066
7.550,150.5150,10.0000,0.0000,0.2236,149.1964,150.5948,8.8899
7.560,150.6150,10.0000,0.0000,0.1000,150.2209,150.6431,8.7043
7.570,150.7150,10.0000,0.0000,0.0907,147.3419,150.4329,7.3394
7.580,150.8150,10.0000,0.0000,0.0214,152.9686,150.7223,8.3317
7.590,150.9150,10.0000,0.0000,-0.1883,152.7862,150.9794,9.1279
7.600,151.0150,10.0000,0.0000,-0.2170,147.6460,150.7702,7.7488
7.610,151.1150,10.0000,0.0000,0.1199,149.7300,150.7496,7.2993
7.620,151.2150,10.0000,0.0000,-0.0800,153.1763,151.0291,8.2472
7.630,151.3150,10.0000,0.0000,0.2346,150.4422,151.0529,7.9765
7.640,151.4150,10.0000,0.0000,0.0230,151.2812,151.1457,8.0368
7.650,151.5150,10.0000,0.0000,0.1006,150.3995,151.1535,7.7041
7.660,151.6150,10.0000,0.0000,-0.1016,150.7431,151.1878,7.5065
7.670,151.7150,10.0000,0.0000,-0.3853,152.8689,151.4038,8.1539
7.680,151.8150,10.0000,0.0000,0.2555,151.6968,151.5039,8.2401
7.690,151.9150,10.0000,0.0000,-0.0881,151.8044,151.6054,8.3283
7.700,152.0150,10.0000,0.0000,-0.1641,154.1142,151.9015,9.3049
7.710,152.1150,10.0000,0.0000,-0.0842,153.0555,152.0876,9.7314
7.720,152.2150,10.0000,0.0000,0.1350,153.4473,152.2957,10.2400
7.730,152.3150,10.0000,0.0000,-0.1955,151.7820,152.3441,9.9917
7.740,152.4150,10.0000,0.0000,-0.0828,151.1313,152.3288,9.4635
7.750,152.5150,10.0000,0.0000,-0.3508,149.7880,152.1922,8.4016
7.760,152.6150,10.0000,0.0000,-0.0381,151.3815,152.1977,8.0409
7.770,152.7150,10.0000,0.0000,-0.2160,152.4157,152.2902,8.0969
7.780,152.8150,10.0000,0.0000,0.2041,154.6967,152.5752,9.0333
7.790,152.9150,10.0000,0.0000,0.0581,151.5999,152.5720,8.6030
7.800,153.0150,10.0000,0.0000,-0.0790,153.4273,152.7255,8.9127
7.810,153.1150,10.0000,0.0000,0.1821,152.9789,152.8291,8.9793
7.820,153.2150,10.0000,0.0000,0.1508,153.4815,152.9682,9.2063
7.830,153.3150,10.0000,0.0000,-0.0239,153.5367,153.1021,9.3985
7.840,153.4150,10.0000,0.0000,-0.1745,154.4732,153.3082,9.9132
7.850,153.5150,10.0000,0.0000,0.1749,152.8554,153.3589,9.6913
7.860,153.6150,10.0000,0.0000,-0.2076,153.3865,153.4497,9.6632
7.870,153.7150,10.0000,0.0000,-0.4047,153.2508,153.5204,9.5442
7.880,153.8150,10.0000,0.0000,-0.1623,156.2437,153.8464,10.6011
7.890,153.9150,10.0000,0.0000,0.3449,154.3869,153.9905,10.7764
7.900,154.0150,10.0000,0.0000,-0.0350,155.1389,154.1896,11.1957
7.910,154.1150,10.0000,0.0000,0.0012,153.8437,154.2614,11.0107
7.920,154.2150,10.0000,0.0000,-0.1756,156.1021,154.5233,11.7079
7.930,154.3150,10.0000,0.0000,0.2255,154.8811,154.6616,11.8063
7.940,154.4150,10.0000,0.0000,-0.0262,156.4110,154.9228,12.4631
7.950,154.5150,10.0000,0.0000,-0.4768,154.8715,155.0320,12.3928
7.960,154.6150,10.0000,0.0000,-0.0154,153.3785,154.9999,11.6765
7.970,154.7150,10.0000,0.0000,0.2250,156.7016,155.2557,12.3143
7.980,154.8150,10.0000,0.0000,0.0839,153.5070,155.2147,11.5617
7.990,154.9150,10.0000,0.0000,-0.2792,154.7238,155.2771,11.3169
8.000,155.0150,10.0000,0.0000,-0.2474,156.5517,155.4921,11.7857
8.010,155.1150,10.0000,0.0000,-0.2214,153.9710,155.4662,11.1254
8.020,155.2150,10.0000,0.0000,0.0871,155.1561,155.5405,10.9555
8.030,155.3150,10.0000,0.0000,-0.0761,154.4460,155.5444,10.4701
8.040,155.4150,10.0000,0.0000,0.0861,157.2281,155.7876,11.1052
8.050,155.5150,10.0000,0.0000,-0.0711,154.6904,155.7927,10.6191
8.060,155.6150,10.0000,0.0000,0.0599,155.0953,155.8284,10.2948
8.070,155.7150,10.0000,0.0000,0.0991,156.4671,155.9783,10.5115
8.080,155.8150,10.0000,0.0000,-0.0912,156.8069,156.1469,10.8027
8.090,155.9150,10.0000,0.0000,0.3054,157.6996,156.3817,11.3844
8.100,156.0150,10.0000,0.0000,-0.0132,158.5497,156.6758,12.2114
8.110,156.1150,10.0000,0.0000,0.2299,157.1090,156.8252,12.3369
8.120,156.2150,10.0000,0.0000,-0.0816,156.4581,156.9055,12.1398
8.130,156.3150,10.0000,0.0000,0.2632,157.1483,157.0376,12.1894
8.140,156.4150,10.0000,0.0000,-0.2988,154.8760,156.9591,11.2707
8.150,156.5150,10.0000,0.0000,-0.0189,158.1157,157.1634,11.6914
8.160,156.6150,10.0000,0.0000,-0.0412,158.1776,157.3591,12.0527
8.170,156.7150,10.0000,0.0000,0.1880,156.5751,157.4002,11.6892
8.180,156.8150,10.0000,0.0000,-0.0689,157.6020,157.5246,11.7231
8.190,156.9150,10.0000,0.0000,0.1669,154.7639,157.3893,10.5650
8.200,157.0150,10.0000,0.0000,0.3286,154.4752,157.2300,9.3494
8.210,157.1150,10.0000,0.0000,-0.3385,155.9392,157.2020,8.7912
8.220,157.2150,10.0000,0.0000,0.1540,154.9869,157.0879,7.8639
8.230,157.3150,10.0000,0.0000,0.0025,158.1209,157.2502,8.2485
8.240,157.4150,10.0000,0.0000,0.1710,157.5313,157.3502,8.3280
8.250,157.5150,10.0000,0.0000,0.5034,159.2426,157.5922,9.0562
8.260,157.6150,10.0000,0.0000,0.1941,158.3778,157.7437,9.3357
8.270,157.7150,10.0000,0.0000,0.2728,160.0510,158.0313,10.2274
8.280,157.8150,10.0000,0.0000,-0.2953,156.3676,157.9786,9.5148
8.290,157.9150,10.0000,0.0000,0.4338,159.3080,158.1821,10.0116
8.300,158.0150,10.0000,0.0000,-0.1093,157.0245,158.1718,9.5049
8.310,158.1150,10.0000,0.0000,-0.2610,158.6777,158.3029,9.6699
8.320,158.2150,10.0000,0.0000,-0.2701,157.0307,158.2795,9.1167
8.330,158.3150,10.0000,0.0000,-0.3285,157.9099,158.3302,8.9302
8.340,158.4150,10.0000,0.0000,-0.0772,158.9941,158.4700,9.1618
8.350,158.5150,10.0000,0.0000,-0.0642,157.3571,158.4559,8.6773
8.360,158.6150,10.0000,0.0000,-0.1728,160.1774,158.6861,9.3352
8.370,158.7150,10.0000,0.0000,-0.1737,158.7425,158.7762,9.3194
8.380,158.8150,10.0000,0.0000,0.4631,158.9685,158.8781,9.3600
8.390,158.9150,10.0000,0.0000,0.2689,161.4588,159.1899,10.3618
8.400,159.0150,10.0000,0.0000,-0.1742,159.3752,159.3007,10.3946
8.410,159.1150,10.0000,0.0000,0.0562,157.3228,159.2220,9.5559
8.420,159.2150,10.0000,0.0000,-0.1563,159.1747,159.3050,9.4974
8.430,159.3150,10.0000,0.0000,-0.0143,160.7965,159.5225,10.0604
8.440,159.4150,10.0000,0.0000,0.0566,159.6987,159.6297,10.0915
8.450,159.5150,10.0000,0.0000,-0.1388,159.0772,159.6733,9.8281
8.460,159.6150,10.0000,0.0000,0.2027,160.5871,159.8432,10.1576
8.470,159.7150,10.0000,0.0000,0.0012,159.8581,159.9371,10.1224
8.480,159.8150,10.0000,0.0000,-0.1553,157.9088,159.8515,9.2649
8.490,159.9150,10.0000,0.0000,-0.2032,158.5133,159.8186,8.6885
8.500,160.0150,10.0000,0.0000,-0.0570,160.3584,159.9452,8.8712
8.510,160.1150,10.0000,0.0000,-0.2732,161.3792,160.1520,9.4139
8.520,160.2150,10.0000,0.0000,0.0034,160.5811,160.2755,9.5489
8.530,160.3150,10.0000,0.0000,-0.1385,158.6825,160.2229,8.8687
8.540,160.4150,10.0000,0.0000,-0.1918,161.8029,160.4424,9.4686
8.550,160.5150,10.0000,0.0000,-0.2091,161.3301,160.6067,9.7869
8.560,160.6150,10.0000,0.0000,0.0433,162.1382,160.8303,10.3640
8.570,160.7150,10.0000,0.0000,-0.0410,159.8984,160.8431,9.9466
8.580,160.8150,10.0000,0.0000,-0.1886,160.4488,160.8992,9.7482
8.590,160.9150,10.0000,0.0000,-0.0020,160.6924,160.9700,9.6261
8.600,161.0150,10.0000,0.0000,0.0611,161.0040,161.0608,9.6014
8.610,161.1150,10.0000,0.0000,0.1515,163.5433,161.3662,10.5630
8.620,161.2150,10.0000,0.0000,0.0066,161.9638,161.5150,10.7607
8.630,161.3150,10.0000,0.0000,-0.0629,163.4318,161.7814,11.4899
8.640,161.4150,10.0000,0.0000,-0.1143,162.7622,161.9723,11.8389
8.650,161.5150,10.0000,0.0000,-0.2030,162.2909,162.1082,11.9198
8.660,161.6150,10.0000,0.0000,-0.3483,160.5590,162.0810,11.2479
8.670,161.7150,10.0000,0.0000,-0.0545,163.3889,162.2984,11.7300
8.680,161.8150,10.0000,0.0000,0.0969,161.2399,162.3125,11.2567
8.690,161.9150,10.0000,0.0000,-0.2074,160.8300,162.2851,10.6144
8.700,162.0150,10.0000,0.0000,-0.3254,159.2315,162.1140,9.3418
8.710,162.1150,10.0000,0.0000,-0.0411,163.3514,162.3078,9.8025
8.720,162.2150,10.0000,0.0000,-0.1531,162.3243,162.3987,9.7693
8.730,162.3150,10.0000,0.0000,-0.1663,161.1654,162.3796,9.2341
8.740,162.4150,10.0000,0.0000,-0.1016,159.6961,162.2284,8.1153
8.750,162.5150,10.0000,0.0000,0.2344,162.7563,162.3487,8.2961
8.760,162.6150,10.0000,0.0000,-0.0141,163.8214,162.5536,8.8562
8.770,162.7150,10.0000,0.0000,-0.2372,161.1609,162.5122,8.2585
8.780,162.8150,10.0000,0.0000,0.4231,161.8780,162.5319,7.9704
8.790,162.9150,10.0000,0.0000,-0.0020,163.1004,162.6545,8.1668
8.800,163.0150,10.0000,0.0000,0.0724,161.4660,162.6247,7.6549
8.810,163.1150,10.0000,0.0000,-0.1035,160.8349,162.5375,6.9030
8.820,163.2150,10.0000,0.0000,0.3225,164.4169,162.7654,7.6324
8.830,163.3150,10.0000,0.0000,0.3329,163.7494,162.9213,7.9972
8.840,163.4150,10.0000,0.0000,0.0085,162.7524,162.9795,7.8978
8.850,163.5150,10.0000,0.0000,0.2147,165.7458,163.2942,8.9787
8.860,163.6150,10.0000,0.0000,0.1683,166.6415,163.6698,10.2895
8.870,163.7150,10.0000,0.0000,-0.1740,162.2044,163.6351,9.6580
8.880,163.8150,10.0000,0.0000,-0.0376,164.0234,163.7573,9.7759
8.890,163.9150,10.0000,0.0000,0.1181,162.7363,163.7569,9.3247
8.900,164.0150,10.0000,0.0000,-0.1111,161.8451,163.6742,8.5173
8.910,164.1150,10.0000,0.0000,-0.1027,161.6308,163.5726,7.6606
8.920,164.2150,10.0000,0.0000,-0.0980,164.0235,163.6821,7.8119
8.930,164.3150,10.0000,0.0000,-0.1604,162.5346,163.6527,7.3173
8.940,164.4150,10.0000,0.0000,-0.0169,166.4474,163.9646,8.4138
8.950,164.5150,10.0000,0.0000,0.3850,165.8050,164.2028,9.1220
8.960,164.6150,10.0000,0.0000,0.0059,163.2178,164.1996,8.6884
8.970,164.7150,10.0000,0.0000,-0.0164,164.7263,164.3251,8.8654
8.980,164.8150,10.0000,0.0000,0.0720,166.4177,164.5896,9.6713
8.990,164.9150,10.0000,0.0000,0.0194,164.0573,164.6311,9.4187
9.000,165.0150,10.0000,0.0000,-0.0812,165.5528,164.7979,9.7506
9.010,165.1150,10.0000,0.0000,0.0240,163.3268,164.7578,9.1197
9.020,165.2150,10.0000,0.0000,0.1577,164.5295,164.8209,8.9902
9.030,165.3150,10.0000,0.0000,0.2406,163.4409,164.7819,8.3987
9.040,165.4150,10.0000,0.0000,-0.1261,165.3660,164.9098,8.6013
9.050,165.5150,10.0000,0.0000,0.0213,164.6279,164.9635,8.4525
9.060,165.6150,10.0000,0.0000,-0.0544,166.6901,165.1921,9.1149
9.070,165.7150,10.0000,0.0000,-0.1903,165.0877,165.2661,9.0361
9.080,165.8150,10.0000,0.0000,-0.0037,167.1084,165.5102,9.7421
9.090,165.9150,10.0000,0.0000,0.2598,166.4153,165.6785,10.0678
9.100,166.0150,10.0000,0.0000,-0.1318,167.4996,165.9301,10.7602
9.110,166.1150,10.0000,0.0000,-0.1232,164.9215,165.9398,10.3107
9.120,166.2150,10.0000,0.0000,0.0305,165.5454,165.9992,10.1105
9.130,166.3150,10.0000,0.0000,-0.1644,165.7877,166.0729,9.9850
9.140,166.4150,10.0000,0.0000,-0.3323,168.9425,166.4158,11.0995
9.150,166.5150,10.0000,0.0000,0.0870,166.5545,166.5292,11.1105
9.160,166.6150,10.0000,0.0000,-0.0028,168.2836,166.7845,11.7721
9.170,166.7150,10.0000,0.0000,-0.0248,167.4116,166.9469,11.9779
9.180,166.8150,10.0000,0.0000,0.2307,166.7279,167.0370,11.8415
9.190,166.9150,10.0000,0.0000,0.1143,167.9922,167.2288,12.1782
9.200,167.0150,10.0000,0.0000,-0.2003,166.0587,167.2372,11.6573
9.210,167.1150,10.0000,0.0000,-0.2983,165.8960,167.2259,11.0694
9.220,167.2150,10.0000,0.0000,0.2021,169.5115,167.5274,11.9447
9.230,167.3150,10.0000,0.0000,0.0659,167.2312,167.6104,11.7763
9.240,167.4150,10.0000,0.0000,-0.3132,167.3358,167.6937,11.6182
9.250,167.5150,10.0000,0.0000,0.0790,164.7730,167.5434,10.3957
9.260,167.6150,10.0000,0.0000,0.2561,168.9380,167.7606,10.9154
9.270,167.7150,10.0000,0.0000,0.0729,169.2642,167.9921,11.4773
9.280,167.8150,10.0000,0.0000,-0.1298,167.5928,168.0618,11.2691
9.290,167.9150,10.0000,0.0000,0.1731,166.1922,168.0006,10.4709
9.300,168.0150,10.0000,0.0000,0.1670,171.2145,168.3781,11.7233
9.310,168.1150,10.0000,0.0000,-0.3439,167.2645,168.3873,11.2253
9.320,168.2150,10.0000,0.0000,0.0723,170.8555,168.7063,12.1746
9.330,168.3150,10.0000,0.0000,0.1521,168.8929,168.8337,12.2012
9.340,168.4150,10.0000,0.0000,-0.3030,167.7485,168.8498,11.7133
9.350,168.5150,10.0000,0.0000,-0.0102,168.9610,168.9664,11.7107
9.360,168.6150,10.0000,0.0000,0.2266,168.1597,169.0024,11.3391
9.370,168.7150,10.0000,0.0000,0.0985,172.0221,169.3708,12.5102
9.380,168.8150,10.0000,0.0000,-0.0887,170.4105,169.5762,12.8786
9.390,168.9150,10.0000,0.0000,0.0023,167.6346,169.5233,12.0447
9.400,169.0150,10.0000,0.0000,0.3632,171.0407,169.7663,12.6071
9.410,169.1150,10.0000,0.0000,0.3446,168.2102,169.7448,11.9292
9.420,169.2150,10.0000,0.0000,-0.1277,169.7537,169.8544,11.8860
9.430,169.3150,10.0000,0.0000,-0.3244,171.0005,170.0634,12.2986
9.440,169.4150,10.0000,0.0000,-0.2977,168.7139,170.0572,11.7046
9.450,169.5150,10.0000,0.0000,0.1435,170.5312,170.2056,11.8487
9.460,169.6150,10.0000,0.0000,-0.1706,171.2857,170.4084,12.2347
9.470,169.7150,10.0000,0.0000,-0.3052,173.1242,170.7583,13.2794
9.480,169.8150,10.0000,0.0000,-0.2418,170.9585,170.8970,13.3065
9.490,169.9150,10.0000,0.0000,-0.1624,168.1025,170.7732,12.1266
9.500,170.0150,10.0000,0.0000,-0.6055,169.9294,170.8098,11.7365
9.510,170.1150,10.0000,0.0000,0.0027,170.1452,170.8585,11.4210
9.520,170.2150,10.0000,0.0000,-0.1478,168.9731,170.7973,10.6150
9.530,170.3150,10.0000,0.0000,0.2287,169.2489,170.7583,9.9498
9.540,170.4150,10.0000,0.0000,-0.0469,170.6142,170.8364,9.8528
9.550,170.5150,10.0000,0.0000,0.0317,170.4831,170.8953,9.6702
9.560,170.6150,10.0000,0.0000,-0.0732,171.5898,171.0444,9.9102
9.570,170.7150,10.0000,0.0000,-0.0039,169.7626,171.0224,9.3549
9.580,170.8150,10.0000,0.0000,0.0218,170.2917,171.0436,9.0232
9.590,170.9150,10.0000,0.0000,-0.0703,171.5685,171.1720,9.1986
9.600,171.0150,10.0000,0.0000,0.2201,167.2787,170.9143,7.5941
9.610,171.1150,10.0000,0.0000,0.0328,171.0573,170.9961,7.6210
9.620,171.2150,10.0000,0.0000,0.1593,168.7552,170.8690,6.6875
9.630,171.3150,10.0000,0.0000,-0.1336,170.9860,170.9403,6.7079
9.640,171.4150,10.0000,0.0000,-0.1634,171.6062,171.0599,6.9491
9.650,171.5150,10.0000,0.0000,0.2664,172.0656,171.2116,7.3256
9.660,171.6150,10.0000,0.0000,0.0606,168.2745,171.0207,6.1136
9.670,171.7150,10.0000,0.0000,-0.1316,170.8221,171.0590,6.0079
9.680,171.8150,10.0000,0.0000,0.1185,170.9705,171.1061,5.9483
9.690,171.9150,10.0000,0.0000,-0.1142,173.1368,171.3385,6.7416
9.700,172.0150,10.0000,0.0000,0.0239,174.3720,171.6662,7.9356
9.710,172.1150,10.0000,0.0000,-0.4145,171.9193,171.7608,8.0046
9.720,172.2150,10.0000,0.0000,0.0264,173.5640,171.9920,8.6987
9.730,172.3150,10.0000,0.0000,0.6002,170.9184,171.9772,8.2324
9.740,172.4150,10.0000,0.0000,0.4509,173.5072,172.1865,8.8165
9.750,172.5150,10.0000,0.0000,-0.1682,173.6554,172.3958,9.3728
9.760,172.6150,10.0000,0.0000,0.0999,172.9250,172.5278,9.5482
9.770,172.7150,10.0000,0.0000,0.1051,173.7981,172.7263,10.0209
9.780,172.8150,10.0000,0.0000,0.4020,172.8203,172.8260,10.0182
9.790,172.9150,10.0000,0.0000,0.2575,174.2308,173.0406,10.5438
9.800,173.0150,10.0000,0.0000,0.1445,175.3154,173.3364,11.4173
9.810,173.1150,10.0000,0.0000,-0.1661,172.7895,173.3926,11.1508
9.820,173.2150,10.0000,0.0000,-0.0135,169.8855,173.1866,9.6931
9.830,173.3150,10.0000,0.0000,0.0842,175.9295,173.5157,10.7582
9.840,173.4150,10.0000,0.0000,0.4494,175.1462,173.7569,11.3719
9.850,173.5150,10.0000,0.0000,0.1056,170.7248,173.5946,10.1060
9.860,173.6150,10.0000,0.0000,0.2230,174.4953,173.7658,10.4269
9.870,173.7150,10.0000,0.0000,-0.0283,172.7534,173.7721,9.9775
9.880,173.8150,10.0000,0.0000,0.0514,173.0136,173.7966,9.6326
9.890,173.9150,10.0000,0.0000,-0.1091,173.8630,173.8903,9.6208
9.900,174.0150,10.0000,0.0000,-0.1356,175.9437,174.1582,10.4090
9.910,174.1150,10.0000,0.0000,-0.1431,172.1440,174.0764,9.5560
9.920,174.2150,10.0000,0.0000,0.0934,176.1791,174.3481,10.3644
9.930,174.3150,10.0000,0.0000,-0.0283,175.2855,174.5249,10.7008
9.940,174.4150,10.0000,0.0000,-0.0432,172.4336,174.4390,9.8153
9.950,174.5150,10.0000,0.0000,-0.1055,172.3933,174.3491,8.9518
9.960,174.6150,10.0000,0.0000,0.0360,175.9380,174.5702,9.5551
9.970,174.7150,10.0000,0.0000,0.1408,172.1349,174.4436,8.5358
9.980,174.8150,10.0000,0.0000,-0.0813,175.7777,174.6386,9.0390
9.990,174.9150,10.0000,0.0000,-0.1617,175.4596,174.7931,9.3326
10.000,175.0150,9.9985,-1.5000,-1.6277,173.7141,174.7835,8.8591
10.010,175.1149,9.9835,-1.5000,-1.6471,174.2018,174.8132,8.5733
10.020,175.2147,9.9685,-1.5000,-1.4762,172.1488,174.6576,7.4510
10.030,175.3143,9.9535,-1.5000,-1.4483,174.5210,174.7135,7.3509
10.040,175.4137,9.9385,-1.5000,-1.6413,173.5318,174.6768,6.8301
10.050,175.5130,9.9235,-1.5000,-1.5859,175.1838,174.7836,6.9918
10.060,175.6122,9.9085,-1.5000,-1.4645,175.1287,174.8776,7.0879
10.070,175.7112,9.8935,-1.5000,-1.2026,174.4053,174.9007,6.8549
10.080,175.8100,9.8785,-1.5000,-1.7225,172.9673,174.7935,6.0331
10.090,175.9087,9.8635,-1.5000,-1.5842,177.3080,175.0691,7.0067
10.100,176.0073,9.8485,-1.5000,-1.7089,175.3696,175.1593,7.0842
10.110,176.1057,9.8335,-1.5000,-1.5872,178.4302,175.5109,8.3573
10.120,176.2039,9.8185,-1.5000,-1.3641,175.0411,175.5458,8.1192
10.130,176.3020,9.8035,-1.5000,-1.4557,174.9752,175.5698,7.8424
10.140,176.4000,9.7885,-1.5000,-1.3814,176.7375,175.7437,8.2661
10.150,176.4978,9.7735,-1.5000,-1.3024,175.7091,175.8160,8.2044
10.160,176.5954,9.7585,-1.5000,-1.2761,177.9439,176.0775,9.0122
10.170,176.6929,9.7435,-1.5000,-1.6080,181.4150,176.6279,11.1106
10.180,176.7903,9.7285,-1.5000,-1.6263,176.6136,176.7280,11.0448
10.190,176.8875,9.7135,-1.5000,-1.1825,175.9913,176.7640,10.6890
10.200,176.9845,9.6985,-1.5000,-1.5889,176.0961,176.8029,10.3613
10.210,177.0815,9.6835,-1.5000,-1.3546,178.6744,177.0615,11.0578
10.220,177.1782,9.6685,-1.5000,-1.4659,176.1782,177.0848,10.6429
10.230,177.2748,9.6535,-1.5000,-1.6422,177.3679,177.2067,10.6989
10.240,177.3713,9.6385,-1.5000,-1.5613,175.7100,177.1729,10.0382
10.250,177.4676,9.6235,-1.5000,-1.6095,175.4419,177.1125,9.2851
10.260,177.5637,9.6085,-1.5000,-1.3323,178.7488,177.3407,9.8919
10.270,177.6597,9.5935,-1.5000,-1.4451,176.4406,177.3519,9.4749
10.280,177.7556,9.5785,-1.5000,-1.6680,176.4461,177.3588,9.0559
10.290,177.8513,9.5635,-1.5000,-1.0179,178.3980,177.5325,9.4226
10.300,177.9468,9.5485,-1.5000,-1.2521,175.5562,177.4450,8.5735
10.310,178.0422,9.5335,-1.5000,-1.2493,179.5646,177.7091,9.3790
10.320,178.1375,9.5185,-1.5000,-1.1419,178.0518,177.8247,9.4650
10.330,178.2326,9.5035,-1.5000,-1.6337,179.6707,178.0729,10.1555
10.340,178.3275,9.4885,-1.5000,-1.6551,176.6571,178.0413,9.5297
10.350,178.4223,9.4735,-1.5000,-1.5190,176.8966,178.0277,9.0142
10.360,178.5170,9.4585,-1.5000,-1.3309,178.9324,178.1893,9.3267
10.370,178.6115,9.4435,-1.5000,-1.6385,179.4747,178.3871,9.7916
10.380,178.7058,9.4285,-1.5000,-1.6678,179.5784,178.5808,10.2163
10.390,178.8000,9.4135,-1.5000,-1.1569,179.8004,178.7810,10.6516
10.400,178.8941,9.3985,-1.5000,-1.7306,178.6658,178.8680,10.5478
10.410,178.9880,9.3835,-1.5000,-1.5441,179.5189,179.0213,10.7525
10.420,179.0818,9.3685,-1.5000,-1.1967,177.8851,179.0196,10.2368
10.430,179.1754,9.3535,-1.5000,-1.5999,181.1938,179.3037,11.0545
10.440,179.2688,9.3385,-1.5000,-1.2142,176.0166,179.1160,9.6724
10.450,179.3621,9.3235,-1.5000,-1.4530,183.8626,179.6207,11.5298
10.460,179.4553,9.3085,-1.5000,-1.3531,179.6472,179.7281,11.4797
10.470,179.5483,9.2935,-1.5000,-1.5632,181.6928,180.0052,12.2103
10.480,179.6411,9.2785,-1.5000,-1.4916,183.5487,180.4274,13.5725
10.490,179.7338,9.2635,-1.5000,-1.3420,180.6581,180.5714,13.5957
10.500,179.8264,9.2485,-1.5000,-1.5288,177.8082,180.4529,12.4130
10.510,179.9188,9.2335,-1.5000,-1.5363,180.2628,180.5494,12.2709
10.520,180.0110,9.2185,-1.5000,-1.3915,179.6407,180.5815,11.8407
10.530,180.1031,9.2035,-1.5000,-1.2851,179.7336,180.6151,11.4365
10.540,180.1951,9.1885,-1.5000,-1.4670,177.1894,180.4188,9.9958
10.550,180.2869,9.1735,-1.5000,-1.7605,177.1175,180.2202,8.6108
10.560,180.3785,9.1585,-1.5000,-1.5162,179.6269,180.2467,8.3225
10.570,180.4700,9.1435,-1.5000,-1.1541,178.8999,180.2044,7.7318
10.580,180.5614,9.1285,-1.5000,-1.5583,182.2736,180.4564,8.5185
10.590,180.6526,9.1135,-1.5000,-1.5326,179.4122,180.4424,8.0487
10.600,180.7436,9.0985,-1.5000,-1.5194,180.0684,180.4829,7.8505
10.610,180.8346,9.0835,-1.5000,-1.5015,180.1515,180.5254,7.6706
10.620,180.9253,9.0685,-1.5000,-1.5181,180.9855,180.6357,7.8102
10.630,181.0159,9.0535,-1.5000,-1.5167,178.7980,180.5456,7.0232
10.640,181.1064,9.0385,-1.5000,-1.6446,180.6735,180.6208,7.0304
10.650,181.1967,9.0235,-1.5000,-1.4651,181.7094,180.7804,7.4256
10.660,181.2868,9.0085,-1.5000,-1.1568,181.1073,180.8768,7.5131
10.670,181.3768,8.9935,-1.5000,-1.9334,181.2409,180.9772,7.6143
10.680,181.4667,8.9785,-1.5000,-1.6368,179.3807,180.9065,6.9262
10.690,181.5564,8.9635,-1.5000,-1.4142,182.1777,181.0812,7.3950
10.700,181.6459,8.9485,-1.5000,-1.3252,182.3770,181.2622,7.8720
10.710,181.7353,8.9335,-1.5000,-1.4659,180.2142,181.2420,7.4043
10.720,181.8246,8.9185,-1.5000,-1.1866,182.4046,181.4115,7.8277
10.730,181.9137,8.9035,-1.5000,-1.8404,182.7901,181.6038,8.3363
10.740,182.0026,8.8885,-1.5000,-1.4202,182.2380,181.7354,8.5431
10.750,182.0914,8.8735,-1.5000,-1.7686,179.4891,181.6162,7.5888
10.760,182.1801,8.8585,-1.5000,-1.0664,183.5429,181.8544,8.3206
10.770,182.2686,8.8435,-1.5000,-1.7018,184.0192,182.1202,9.1435
10.780,182.3569,8.8285,-1.5000,-1.7842,182.3087,182.2201,9.1671
10.790,182.4451,8.8135,-1.5000,-1.5059,180.5640,182.1583,8.4473
10.800,182.5332,8.7985,-1.5000,-1.5068,182.6890,182.2819,8.6117
10.810,182.6211,8.7835,-1.5000,-1.3240,183.0543,182.4281,8.8729
10.820,182.7089,8.7685,-1.5000,-1.3901,183.0589,182.5644,9.0769
10.830,182.7965,8.7535,-1.5000,-1.7868,183.1524,182.6987,9.2627
10.840,182.8839,8.7385,-1.5000,-1.3136,183.8670,182.8856,9.6820
10.850,182.9712,8.7235,-1.5000,-1.3937,183.0091,182.9847,9.6772
10.860,183.0584,8.7085,-1.5000,-1.2430,182.9300,183.0681,9.6022
10.870,183.1454,8.6935,-1.5000,-1.0732,182.9322,183.1437,9.4938
10.880,183.2322,8.6785,-1.5000,-1.0913,182.1834,183.1460,9.0544
10.890,183.3189,8.6635,-1.5000,-1.5207,182.3810,183.1614,8.6950
10.900,183.4055,8.6485,-1.5000,-1.5513,180.4257,183.0006,7.5419
